Venue Name,Phone Number,Website Address,Physical Address,City,State,Hours of Operation,PokerAtlas URL,Successfully Scraped,Notes/Source of Truth
"Robinson Rancheria Casino","(707) 275-9000","https://robinsonrancheria.net","1545 E Hwy 20, Nice, CA 95464, Nice, CA","Nice","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/robinson-rancheria-casino/tournaments",No,"Scrape failed - needs retry"
"Rolling Hills Casino","(530) 528-3500","https://rollinghillscasino.com","2655 Everett Freeman Way, Corning, CA 96021, Corning, CA","Corning","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/rolling-hills-casino/tournaments",No,"URL needs verification"
"San Pablo Casino","(510) 215-7888","https://sanpablocasino.com","13255 San Pablo Ave, San Pablo, CA 94806, San Pablo, CA","San Pablo","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/san-pablo-casino/tournaments",No,"URL needs verification"
"San Pablo Lytton Casino","(510) 215-7888","https://sanpablolytton.com","13255 San Pablo Avenue, San Pablo, CA 94806, San Pablo, CA","San Pablo","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/san-pablo-lytton-casino/tournaments",No,"Scrape failed - needs retry"
"Seven Mile Casino","(619) 425-3333","https://sevenmilecasino.com","285 Bay Boulevard, Chula Vista, CA 91910, Chula Vista, CA","Chula Vista","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/seven-mile-casino/tournaments",No,"URL needs verification"
"Soboba Casino","(951) 665-1000","https://soboba.com","22777 Soboba Rd, San Jacinto, CA 92583, San Jacinto, CA","San Jacinto","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/soboba-casino-resort/tournaments",No,"URL verified - pending scrape"
"Spa Resort Casino","(760) 883-1000","https://sparesortcasino.com","401 E Amado Rd, Palm Springs, CA 92262, Palm Springs, CA","Palm Springs","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/spa-resort-casino/tournaments",No,"URL verified - pending scrape"
"Spotlight 29 Casino","(760) 775-5566","https://spotlight29.com","46-200 Harrison Pl, Coachella, CA 92236, Coachella, CA","Coachella","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/spotlight-29-casino/tournaments",No,"Scrape failed - needs retry"
"Stones Gambling Hall","(916) 638-7225","https://stlcasino.com","2951 Sunrise Blvd, Rancho Cordova, CA 95742, Citrus Heights, CA","Citrus Heights","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/stones-gambling-hall/tournaments",Yes,"https://www.pokeratlas.com/poker-room/stones-gambling-hall/tournaments"
"Sycuan Casino","(619) 445-6002","https://sycuan.com","5469 Casino Way, El Cajon, CA 92019, El Cajon, CA","El Cajon","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sycuan-casino/tournaments",No,"URL needs verification"
"Sycuan Casino Resort","(619) 659-3303","https://sycuan.com/casino/poker","5469 Casino Way, El Cajon, CA 92019, El Cajon, CA","El Cajon","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/sycuan-casino-resort/tournaments",No,"Scrape failed - needs retry"
"Table Mountain Casino","(559) 822-7777","https://tmcasino.com","8184 Table Mountain Rd, Friant, CA 93626, Friant, CA","Friant","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/table-mountain-casino/tournaments",No,"Scrape failed - needs retry"
"Tachi Palace Casino Resort","(760) 510-2235","https://palacasino.com/casino/poker-room","11154 Highway 76, Pala, CA 92059, Lemoore, CA","Lemoore","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/paiute-palace-casino/tournaments",No,"Scrape failed - needs retry"
"Thunder Valley Casino","(916) 408-7777","https://thundervalleyresort.com","1200 Athens Ave, Lincoln, CA 95648, Lincoln, CA","Lincoln","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/thunder-valley-casino-resort/tournaments",No,"Scrape failed - needs retry"
"Tortoise Rock Casino","(760) 367-7811","https://tortoiserockcasino.com","73829 Baseline Rd, Twentynine Palms, CA 92277, Twentynine Palms, CA","Twentynine Palms","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/tortoise-rock-casino/tournaments",No,"URL needs verification"
"Turlock Poker Room","(209) 634-9829","https://turlockpokerroom.com","901 W Main St, Turlock, CA 95380, Turlock, CA","Turlock","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/turlock-poker-room/tournaments",Yes,"https://www.pokeratlas.com/poker-room/turlock-poker-room/tournaments"
"Twin Pine Casino","(707) 987-0197","https://twinpine.com","22223 Hwy 29, Middletown, CA 95461, Middletown, CA","Middletown","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/twin-pine-casino/tournaments",No,"URL needs verification"
"Valley View Casino","(760) 291-5500","https://valleyviewcasino.com","16300 Nyemii Pass Rd, Valley Center, CA 92082, Valley Center, CA","Valley Center","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/valley-view-casino-hotel/tournaments",No,"URL verified - pending scrape"
"Viejas Casino","(619) 445-5400","https://viejas.com","5000 Willows Rd, Alpine, CA 91901, Alpine, CA","Alpine","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/viejas-casino/tournaments",No,"URL needs verification"
"Viejas Casino & Resort","(619) 659-5405","https://viejas.com/gaming/poker","5000 Willows Road, Alpine, CA 91901, Alpine, CA","Alpine","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/viejas-casino-resort/tournaments",No,"URL verified - pending scrape"
"Win-River Casino","(530) 243-3377","https://winrivercasino.com","2100 Redding Rancheria Rd, Redding, CA 96001, Redding, CA","Redding","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/win-river-casino/tournaments",No,"URL needs verification"
"Win-River Resort & Casino","(530) 223-2178","https://winriverresort.com","630 Park Marina Dr, Redding, CA 96001, Redding, CA","Redding","CA","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/win-river-resort-casino/tournaments",No,"URL verified - pending scrape"
"Ameristar Black Hawk","(720) 946-4000","https://ameristarblackhawk.com","111 Richman St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/ameristar-black-hawk/tournaments",No,"URL needs verification"
"Central City Poker","(303) 582-5050","https://centralcitypoker.com","132 Main St, Central City, CO 80427, Central City, CO","Central City","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/central-city-poker/tournaments",No,"URL needs verification"
"Colorado Card Room","(303) 582-6100","https://coloradocardroom.com","200 Gregory St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/colorado-card-room/tournaments",No,"URL needs verification"
"Cripple Creek Double Eagle","(719) 689-5000","https://doubleeaglehotel.com","442 E Bennett Ave, Cripple Creek, CO 80813, Cripple Creek, CO","Cripple Creek","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/cripple-creek-double-eagle/tournaments",No,"URL needs verification"
"Golden Gates Casino","(303) 582-1650","https://theggg.com","261 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/golden-gates-casino/tournaments",No,"URL needs verification"
"Isle Casino Black Hawk","(303) 998-7777","https://isleblackhawk.com","401 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isle-casino-black-hawk/tournaments",No,"URL needs verification"
"Lady Luck Black Hawk","(303) 582-3000","https://ladyluckblackhawk.com","340 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/lady-luck-black-hawk/tournaments",No,"URL needs verification"
"Monarch Black Hawk","(303) 582-1000","https://monarchblackhawk.com","488 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/monarch-casino-resort-spa-black-hawk/tournaments",No,"Scrape failed - needs retry"
"Monarch Casino Resort Spa","(303) 582-0800","https://monarchblackhawk.com","300 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","10am-3am | 10am-4am","https://www.pokeratlas.com/poker-room/monarch-casino-resort-spa/tournaments",No,"URL needs verification"
"Saratoga Casino Black Hawk","(303) 582-1234","https://saratogacasinobh.com","101 Main St, Black Hawk, CO 80422, Black Hawk, CO","Black Hawk","CO","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/saratoga-casino-black-hawk/tournaments",No,"URL needs verification"
"Foxwoods Poker Room","(800) 369-9663","https://foxwoods.com","350 Trolley Line Blvd, Mashantucket, CT 06338, Mashantucket, CT","Mashantucket","CT","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/foxwoods-poker-room/tournaments",No,"URL needs verification"
"Foxwoods Resort Casino","(860) 312-3177","https://foxwoods.com/poker","350 Trolley Line Blvd, Mashantucket, CT 06338, Mashantucket, CT","Mashantucket","CT","8am-2am | 8am-4am","https://www.pokeratlas.com/poker-room/foxwoods-resort-casino/tournaments",No,"URL verified - pending scrape"
"MGM Grand at Foxwoods","(860) 312-3177","https://foxwoods.com/poker","350 Trolley Line Blvd, Mashantucket, CT 06338, Mashantucket, CT","Mashantucket","CT","8am-2am | 8am-4am","https://www.pokeratlas.com/poker-room/mgm-grand-at-foxwoods/tournaments",No,"URL needs verification"
"Mohegan Sun","(860) 862-2638","https://mohegansun.com/poker","1 Mohegan Sun Blvd, Uncasville, CT 06382, Uncasville, CT","Uncasville","CT","9am-4am | 9am-4am","https://www.pokeratlas.com/poker-room/mohegan-sun/tournaments",No,"Scrape failed - needs retry"
"Mohegan Sun Casino","(860) 862-2638","https://mohegansun.com/poker","1 Mohegan Sun Blvd, Uncasville, CT 06382, Uncasville, CT","Uncasville","CT","9am-4am | 9am-4am","https://www.pokeratlas.com/poker-room/mohegan-sun-casino/tournaments",No,"URL needs verification"
"Mohegan Sun Poker","(888) 226-7711","https://mohegansun.com","1 Mohegan Sun Blvd, Uncasville, CT 06382, Uncasville, CT","Uncasville","CT","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/mohegan-sun-poker/tournaments",No,"URL needs verification"
"Delaware Park Casino","(302) 994-2521","https://delawarepark.com","777 Delaware Park Blvd, Wilmington, DE 19804, Wilmington, DE","Wilmington","DE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/delaware-park-casino/tournaments",No,"URL needs verification"
"Dover Downs Casino","(302) 674-4600","https://doverdowns.com","1131 N Dupont Hwy, Dover, DE 19901, Dover, DE","Dover","DE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/dover-downs-casino/tournaments",No,"URL needs verification"
"Dover Downs Hotel & Casino","(302) 539-8880","https://doverdowns.com","18500 Coastal Hwy, Rehoboth Beach, DE 19971, Dover, DE","Dover","DE","10am-6am | 24 Hours","https://www.pokeratlas.com/poker-room/dover-downs-hotel-and-casino/tournaments",No,"URL needs verification"
"Harrington Raceway & Casino","(302) 674-4600","https://harringtonraceway.com","131 N DuPont Hwy, Dover, DE 19901, Harrington, DE","Harrington","DE","8am-4am | 24 Hours","https://www.pokeratlas.com/poker-room/harrington-raceway-and-casino/tournaments",No,"URL needs verification"
"Harrington Raceway Casino","(302) 398-4920","https://harringtonraceway.com","18500 S DuPont Hwy, Harrington, DE 19952, Harrington, DE","Harrington","DE","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/harrington-raceway-casino/tournaments",No,"URL needs verification"
"Wilmington Poker Club","(302) 654-1234","https://wilmingtonpoker.com","3801 Kennett Pike, Wilmington, DE 19807, Wilmington, DE","Wilmington","DE","Thu-Sun | Thu-Sun","https://www.pokeratlas.com/poker-room/wilmington-poker-club/tournaments",No,"URL needs verification"
"bestbet Jacksonville","(904) 646-0001","https://bestbetjax.com/poker","201 Monument Road, Jacksonville, FL 32225, Jacksonville, FL","Jacksonville","FL","10a-4a | 24 Hours (Sat-Sun)","https://www.pokeratlas.com/poker-room/bestbet-jacksonville/tournaments",Yes,"https://www.pokeratlas.com/poker-room/bestbet-jacksonville/tournaments"
"Bestbet Jacksonville","(904) 646-0001","https://bestbetjax.com","201 Monument Rd, Jacksonville, FL 32225, Jacksonville, FL","Jacksonville","FL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bestbet-jacksonville/tournaments",No,"Scrape failed - needs retry"
"Bestbet Orange Park","(904) 646-0002","https://bestbetjax.com","455 Park Ave, Orange Park, FL 32073, Orange Park, FL","Orange Park","FL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/bestbet-orange-park/tournaments",Yes,"https://www.pokeratlas.com/poker-room/bestbet-orange-park/tournaments"
"Calder Casino","(305) 625-1311","https://caldercasino.com","21001 NW 27th Ave, Miami Gardens, FL 33056, Miami Gardens, FL","Miami Gardens","FL","9am-3am | 9am-5am","https://www.pokeratlas.com/poker-room/calder-casino/tournaments",No,"Scrape failed - needs retry"
"Casino Fort Pierce","(772) 464-7500","http://casinomiamijaialai.com/ftpierce/poker","1750 S Kings Highway, Fort Pierce, FL 34945, Fort Pierce, FL","Fort Pierce","FL","10am-4am (Mon-Thu) | 24 Hours (Fri-Sun)","https://www.pokeratlas.com/poker-room/ft-pierce-jai-alai-poker/tournaments",No,"URL verified - pending scrape"
"Casino Miami","(305) 633-6400","https://casinomiami.com","3500 NW 37th Ave, Miami, FL 33142, Miami, FL","Miami","FL","10am-4am | 24 Hours","https://www.pokeratlas.com/poker-room/casino-miami/tournaments",No,"URL verified - pending scrape"
"Club 52 Melbourne","(321) 259-9800","https://melbournegreyhouse.com","1100 N Wickham Rd, Melbourne, FL 32935, Melbourne, FL","Melbourne","FL","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/club-52-melbourne/tournaments",No,"URL needs verification"
"Dania Jai-Alai Casino","(954) 342-1258","https://casinodaniabeach.com/poker","301 E Dania Beach Blvd, Dania Beach, FL 33004, Dania Beach, FL","Dania Beach","FL","9a-3a | 9a-4a","https://www.pokeratlas.com/poker-room/dania-beach-casino/tournaments",No,"Scrape failed - needs retry"
"Dania Pokers","(954) 342-1258","https://casinodaniabeach.com/poker","301 E Dania Beach Blvd, Dania Beach, FL 33004, Dania Beach, FL","Dania Beach","FL","9a-3a | 9a-4a","https://www.pokeratlas.com/poker-room/dania-pokers/tournaments",No,"URL needs verification"
"Daytona Beach Kennel Club","(386) 252-6484","https://daytonabeachpoker.com","960 S Williamson Blvd, Daytona Beach, FL 32114, Daytona Beach, FL","Daytona Beach","FL","10a-4a | 10a-4a","https://www.pokeratlas.com/poker-room/daytona-beach-kennel-club/tournaments",No,"URL needs verification"
"Daytona Beach Racing & Card Club","(386) 252-6484","https://daytonabeachpoker.com","960 S Williamson Blvd, Daytona Beach, FL 32114, Daytona Beach, FL","Daytona Beach","FL","10a-4a | 10a-4a","https://www.pokeratlas.com/poker-room/daytona-beach-racing-card-club/tournaments",No,"Scrape failed - needs retry"
"Derby Lane","(727) 392-2000","https://derbylanestpete.com","6901 Seminole Blvd, Seminole, FL 33772, St. Petersburg, FL","St. Petersburg","FL","11am-4am | 11am-5am","https://www.pokeratlas.com/poker-room/derby-lane/tournaments",No,"Scrape failed - needs retry"
"Ebro Greyhound Park","(850) 234-3943","https://goebro.com","6558 Dog Track Rd, Ebro, FL 32437, Ebro, FL","Ebro","FL","11am-3am | 11am-5am","https://www.pokeratlas.com/poker-room/ebro-greyhound-park/tournaments",No,"URL verified - pending scrape"
"Gulfstream Park","(954) 454-7000","https://gulfstreampark.com","831 N Federal Hwy, Hallandale Beach, FL 33009, Hallandale Beach, FL","Hallandale Beach","FL","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/gulfstream-park/tournaments",No,"URL needs verification"
"Gulfstream Park Racing & Casino","(954) 454-7000","https://gulfstreampark.com","831 N Federal Hwy, Hallandale Beach, FL 33009, Hallandale Beach, FL","Hallandale Beach","FL","12pm-4am | 24 Hours","https://www.pokeratlas.com/poker-room/gulfstream-park-racing-and-casino/tournaments",No,"URL verified - pending scrape"
"Hamilton Jai Alai & Poker","(386) 638-0011","https://hamiltonjaialaianpoker.com","6968 US Highway 129 South, Jasper, FL 32052, Jasper, FL","Jasper","FL","12p-2a (Mon/Wed/Thu), Closed (Tue) | 1p-4a (Fri-Sat), 1p-2a (Sun)","https://www.pokeratlas.com/poker-room/hamilton-jai-alai-and-poker/tournaments",No,"URL needs verification"
"Harrah's Pompano Beach","(954) 633-6680","https://caesars.com/harrahs-pompano-beach/casino/wsop-poker-room","777 Isle of Capri Circle, Pompano Beach, FL 33069, Pompano Beach, FL","Pompano Beach","FL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/harrahs-pompano-beach/tournaments",No,"URL needs verification"
"Hialeah Park Casino","(305) 885-8000","https://hialeahparkcasino.com","2200 E 4th Ave, Hialeah, FL 33013, Hialeah, FL","Hialeah","FL","10am-4am | 24 Hours","https://www.pokeratlas.com/poker-room/hialeah-park-racing-casino/tournaments",No,"Scrape failed - needs retry"
"Isle Casino Pompano","(954) 972-2000","https://theislepompanopark.com","777 Isle of Capri Cir, Pompano Beach, FL 33069, Pompano Beach, FL","Pompano Beach","FL","24 Hours | 24 Hours","https://www.pokeratlas.com/poker-room/isle-casino-racing-pompano-park/tournaments",No,"Scrape failed - needs retry"
"Magic City Casino","(954) 924-3200","https://magicicitycasino.com","901 S Federal Hwy, Hallandale Beach, FL 33009, Miami, FL","Miami","FL","10am-4am | 24 Hours","https://www.pokeratlas.com/poker-room/magic-city-casino/tournaments",No,"Scrape failed - needs retry"
