Venue Name,City,State,Venue Website,Verified,PokerAtlas URL,Status
"Great American Casino Lakewood","Lakewood","WA","https://greatamericancasino.com",NO,"https://www.pokeratlas.com/poker-room/great-american-casino-lakewood/tournaments","ready"
"Great American Casino Tukwila","Tukwila","WA","https://greatamericancasino.com",NO,"https://www.pokeratlas.com/poker-room/great-american-casino-tukwila/tournaments","ready"
"Hawks Prairie Casino","Lacey","WA","https://hawksprairie.com",NO,"https://www.pokeratlas.com/poker-room/hawks-prairie-casino/tournaments","ready"
"Lucky Dog Casino","Skokomish","WA","https://luckydogcasino.com",NO,"https://www.pokeratlas.com/poker-room/lucky-dog-casino/tournaments","ready"
"Lucky Eagle Casino & Hotel","Rochester","WA","https://luckyeagle.com/poker",YES,"https://www.pokeratlas.com/poker-room/lucky-eagle-casino/tournaments","no_data"
"Lummi Casino","Bellingham","WA","https://lummicasino.com",NO,"https://www.pokeratlas.com/poker-room/lummi-casino/tournaments","ready"
"Macau Casino","Tukwila","WA","https://macaucasino.com",NO,"https://www.pokeratlas.com/poker-room/macau-casino/tournaments","ready"
"Mill Bay Casino","Manson","WA","https://millbaycasino.com",NO,"https://www.pokeratlas.com/poker-room/mill-bay-casino/tournaments","ready"
"Muckleshoot Casino","Auburn","WA","https://muckleshootcasino.com",YES,"https://www.pokeratlas.com/poker-room/muckleshoot-casino/tournaments","no_data"
"Nooksack Northwood Casino","Lynden","WA","https://nooksackcasino.com",NO,"https://www.pokeratlas.com/poker-room/nooksack-northwood-casino/tournaments","ready"
"Northern Quest Resort & Casino","Airway Heights","WA","https://northernquest.com/poker",YES,"https://www.pokeratlas.com/poker-room/northern-quest-resort-casino/tournaments","no_data"
"Palace Casino Lakewood","Lakewood","WA","https://palacecasinotacoma.com",NO,"https://www.pokeratlas.com/poker-room/palace-casino-lakewood/tournaments","ready"
"Roxy Casino","Seattle","WA","https://roxycasino.com",NO,"https://www.pokeratlas.com/poker-room/roxy-casino/tournaments","ready"
"Royal Casino","Everett","WA","https://royalcasinoeverett.com",NO,"https://www.pokeratlas.com/poker-room/royal-casino/tournaments","no_data"
"Silver Dollar Casino Mill Creek","Mill Creek","WA","https://silverdollarcasino.com",YES,"https://www.pokeratlas.com/poker-room/little-creek-casino-resort/tournaments","no_data"
"Silver Dollar Casino Seatac","SeaTac","WA","https://silverdollarcasino.com",NO,"https://www.pokeratlas.com/poker-room/silver-dollar-casino-seatac/tournaments","no_data"
"Silver Reef Casino","Ferndale","WA","https://silverreefcasino.com",NO,"https://www.pokeratlas.com/poker-room/silver-reef-casino/tournaments","no_data"
"Skagit Valley Casino Resort","Bow","WA","https://theskagit.com",YES,"https://www.pokeratlas.com/poker-room/skagit-valley-casino-resort/tournaments","no_data"
"Snoqualmie Casino","Snoqualmie","WA","https://snocasino.com/gaming/poker",YES,"https://www.pokeratlas.com/poker-room/snoqualmie-casino/tournaments","no_data"
"Spokane Tribe Casino","Airway Heights","WA","https://spokanetribecasino.com",NO,"https://www.pokeratlas.com/poker-room/spokane-tribe-casino/tournaments","ready"
"Stillaguamish Casino","Arlington","WA","https://angelofthewinds.com",NO,"https://www.pokeratlas.com/poker-room/stillaguamish-casino/tournaments","no_data"
"Suquamish Clearwater Casino","Suquamish","WA","https://clearwatercasino.com",NO,"https://www.pokeratlas.com/poker-room/suquamish-clearwater-casino/tournaments","ready"
"Swinomish Casino & Lodge","Anacortes","WA","https://swinomishcasinoandlodge.com/poker",NO,"https://www.pokeratlas.com/poker-room/swinomish-casino-and-lodge/tournaments","ready"
"Wizards Casino","Burien","WA","https://wizardscasino.com",NO,"https://www.pokeratlas.com/poker-room/wizards-casino/tournaments","ready"
"Appleton Poker Room","Appleton","WI","https://appletonpoker.com",NO,"https://www.pokeratlas.com/poker-room/appleton-poker-room/tournaments","ready"
"Green Bay Poker Room","Green Bay","WI","https://gbpoker.com",NO,"https://www.pokeratlas.com/poker-room/green-bay-poker-room/tournaments","ready"
"Ho-Chunk Casino","Baraboo","WI","https://ho-chunk.com",YES,"https://www.pokeratlas.com/poker-room/ho-chunk-gaming-wisconsin-dells/tournaments","no_data"
"Milwaukee Poker Club","Milwaukee","WI","https://mkepoker.com",NO,"https://www.pokeratlas.com/poker-room/milwaukee-poker-club/tournaments","no_data"
"Oneida Casino","Green Bay","WI","https://oneidacasino.net",NO,"https://www.pokeratlas.com/poker-room/oneida-casino/tournaments","no_data"
"Potawatomi Casino","Milwaukee","WI","https://paysbig.com",NO,"https://www.pokeratlas.com/poker-room/potawatomi-casino/tournaments","ready"
"Potawatomi Hotel & Casino","Milwaukee","WI","https://paysbig.com",NO,"https://www.pokeratlas.com/poker-room/potawatomi-hotel-and-casino/tournaments","ready"
"Potawatomi Hotel Casino","Milwaukee","WI","https://paysbig.com",YES,"https://www.pokeratlas.com/poker-room/potawatomi-hotel-casino/tournaments","no_data"
"Racine Poker Club","Racine","WI","https://racinepoker.com",NO,"https://www.pokeratlas.com/poker-room/racine-poker-club/tournaments","no_data"
"St Croix Casino Turtle Lake","Turtle Lake","WI","https://stcroixcasino.com",NO,"https://www.pokeratlas.com/poker-room/st-croix-casino-turtle-lake/tournaments","ready"
"Hollywood Casino at Charles Town","Charles Town","WV","https://hollywoodcasinocharlestown.com",YES,"https://www.pokeratlas.com/poker-room/hollywood-casino-charles-town-races/tournaments","no_data"
"Hollywood Casino Charles Town","Charles Town","WV","https://hollywoodcasinocharlestown.com",NO,"https://www.pokeratlas.com/poker-room/hollywood-casino-charles-town/tournaments","ready"
"Mardi Gras Casino WV","Cross Lanes","WV","https://mardigrascasinowv.com",YES,"https://www.pokeratlas.com/poker-room/mardi-gras-casino-resort/tournaments","no_data"
"Mountaineer Casino","New Cumberland","WV","https://mountaineercasino.com",NO,"https://www.pokeratlas.com/poker-room/mountaineer-casino/tournaments","ready"
"The Greenbrier Casino","White Sulphur Springs","WV","https://greenbrier.com",YES,"https://www.pokeratlas.com/poker-room/greenbrier/tournaments","no_data"
"Wheeling Island Casino","Wheeling","WV","https://wheelingisland.com",YES,"https://www.pokeratlas.com/poker-room/wheeling-island-hotel-casino-racetrack/tournaments","no_data"
"789 Casino","Riverton","WY","https://789casino.com",NO,"https://www.pokeratlas.com/poker-room/789-casino/tournaments","no_data"
"Wind River Casino","Riverton","WY","https://windrivercasino.com",NO,"https://www.pokeratlas.com/poker-room/wind-river-casino/tournaments","ready"
"Wind River Hotel & Casino","Riverton","WY","https://windriver.com",NO,"https://www.pokeratlas.com/poker-room/wind-river-hotel-and-casino/tournaments","ready"
"Wind River Hotel Casino","Riverton","WY","https://windriver.com",NO,"https://www.pokeratlas.com/poker-room/wind-river-hotel-casino/tournaments","ready"
